Tecnologia,Localidad,Accesos
FIBRA OPTICA,Castelli,1121.0
FIBRA OPTICA,Catriel,2880.0
FIBRA OPTICA,Catriló,707.0
FIBRA OPTICA,Catua,70.0
FIBRA OPTICA,Caucete,5.0
FIBRA OPTICA,Cazón,45.0
FIBRA OPTICA,Cañada Honda,1.0
FIBRA OPTICA,Cañada Rosquín,83.0
FIBRA OPTICA,Cañada de Gómez,342.0
FIBRA OPTICA,Cañada del Ucle,53.0
FIBRA OPTICA,Cañadón Seco,2.0
FIBRA OPTICA,Cañuelas,2420.0
FIBRA OPTICA,Ceballos,1.0
FIBRA OPTICA,Ceibalito,5.0
FIBRA OPTICA,Centenario,2846.0
FIBRA OPTICA,Centeno,94.0
FIBRA OPTICA,Centro Agrícola El Pato,672.0
FIBRA OPTICA,Centro Guerrero,46.0
FIBRA OPTICA,Cepeda,87.0
FIBRA OPTICA,Cerrillos,603.0
FIBRA OPTICA,Cerro Azul,10.0
FIBRA OPTICA,Cerro De La Gloria,7.0
FIBRA OPTICA,Cerro Policía,1.0
FIBRA OPTICA,Cerro de Oro,112.0
FIBRA OPTICA,Chabás,620.0
FIBRA OPTICA,Chacabuco,1926.0
FIBRA OPTICA,Chacras De Coria,230.0
FIBRA OPTICA,Chajarí,5356.0
FIBRA OPTICA,Chaján,78.0
FIBRA OPTICA,Chamical,8.0
FIBRA OPTICA,Chapadmalal,2946.0
FIBRA OPTICA,Chapanay,7.0
FIBRA OPTICA,Chaquiago,9.0
FIBRA OPTICA,Charadai,27.0
FIBRA OPTICA,Charata,3765.0
FIBRA OPTICA,Charras,1.0
FIBRA OPTICA,Chascomús,1167.0
FIBRA OPTICA,Chaupi Pozo,1.0
FIBRA OPTICA,Chañar,1.0
FIBRA OPTICA,Chañar Ladeado,862.0
FIBRA OPTICA,Chañar Punco,137.0
FIBRA OPTICA,Chepes,3.0
FIBRA OPTICA,Chichinales,2.0
FIBRA OPTICA,Chicoana,151.0
FIBRA OPTICA,Chilca Juliana,2.0
FIBRA OPTICA,Chilecito,4333.0
FIBRA OPTICA,Chilibroste,1.0
FIBRA OPTICA,Chimbas,6053.0
FIBRA OPTICA,Chimpay,14.0
FIBRA OPTICA,Chivilcoy,4172.0
FIBRA OPTICA,Choele Choel,1395.0
FIBRA OPTICA,Chos Malal,290.0
FIBRA OPTICA,Choya,3.0
FIBRA OPTICA,Christophersen,15.0
FIBRA OPTICA,Chucul,3.0
FIBRA OPTICA,Chumbicha,5.0
FIBRA OPTICA,Churruca,1630.0
FIBRA OPTICA,Cienaguita,1.0
FIBRA OPTICA,Cieneguillas,5.0
FIBRA OPTICA,Cinco Saltos,2488.0
FIBRA OPTICA,Cintra,20.0
FIBRA OPTICA,Cipolletti,843.0
FIBRA OPTICA,City Bell,2218.0
FIBRA OPTICA,Ciudad Autónoma de Buenos Aires,230402.0
FIBRA OPTICA,Ciudad Del Libertador General San Martin,6585.0
FIBRA OPTICA,Ciudad Evita,3582.0
FIBRA OPTICA,Ciudad Jardín Lomas del Palomar,988.0
FIBRA OPTICA,Ciudadela,16064.0
FIBRA OPTICA,Ciénaga del Coro,1.0
FIBRA OPTICA,Ciénega,5.0
FIBRA OPTICA,Claromecó,786.0
FIBRA OPTICA,Classon,147.0
FIBRA OPTICA,Claypole,3987.0
FIBRA OPTICA,Clemente Onelli,30.0
FIBRA OPTICA,Clodomira,3.0
FIBRA OPTICA,Clorinda,2960.0
FIBRA OPTICA,Cobos,61.0
FIBRA OPTICA,Colazo,2.0
FIBRA OPTICA,Colonia Anguinán,1.0
FIBRA OPTICA,Colonia Barón,550.0
FIBRA OPTICA,Colonia Belgrano,278.0
FIBRA OPTICA,Colonia Benítez,11.0
FIBRA OPTICA,Colonia Bicha,72.0
FIBRA OPTICA,Colonia Bossi,78.0
FIBRA OPTICA,Colonia Campo Villafañe,52.0
FIBRA OPTICA,Colonia Caroya,7194.0
FIBRA OPTICA,Colonia Dora,1.0
FIBRA OPTICA,Colonia Elía,14.0
FIBRA OPTICA,Colonia Juliá y Echarren,1.0
FIBRA OPTICA,Colonia Marina,423.0
FIBRA OPTICA,Colonia Nueva Coneta,10.0
FIBRA OPTICA,Colonia Raquel,31.0
FIBRA OPTICA,Colonia San Bartolomé,66.0
FIBRA OPTICA,Colonia San Miguel Arcángel,208.0
FIBRA OPTICA,Colonia San Ricardo  (Est. Iriarte),5.0
FIBRA OPTICA,Colonia Santa María,1.0
FIBRA OPTICA,Colonia Segovia,348.0
FIBRA OPTICA,Colonia Seré,50.0
FIBRA OPTICA,Colonia Tinco,1.0
FIBRA OPTICA,Colonia Vignaud,102.0
FIBRA OPTICA,Colonias Unidas,394.0
FIBRA OPTICA,Colón,9467.0
FIBRA OPTICA,Comallo,6.0
FIBRA OPTICA,Comandante Luis Piedrabuena,1508.0
FIBRA OPTICA,Comandante Nicanor Otamendi,930.0
FIBRA OPTICA,Comodoro Py,220.0
FIBRA OPTICA,Comodoro Rivadavia,9098.0
FIBRA OPTICA,Concepción,5807.0
FIBRA OPTICA,Concepción de la Sierra,3.0
FIBRA OPTICA,Concepción del Bermejo,44.0
FIBRA OPTICA,Concepción del Uruguay,10354.0
FIBRA OPTICA,Concordia,7160.0
FIBRA OPTICA,Conesa,1402.0
FIBRA OPTICA,Coneta,10.0
FIBRA OPTICA,Copetonas,1.0
FIBRA OPTICA,Copo Quile,35.0
FIBRA OPTICA,Coranzuli,60.0
FIBRA OPTICA,Coronda,3563.0
FIBRA OPTICA,Coronel Arnold,245.0
FIBRA OPTICA,Coronel Baigorria,1.0
FIBRA OPTICA,Coronel Belisle,272.0
FIBRA OPTICA,Coronel Bogado,178.0
FIBRA OPTICA,Coronel Brandsen,3400.0
FIBRA OPTICA,Coronel Charlone,60.0
FIBRA OPTICA,Coronel Cornejo,44.0
FIBRA OPTICA,Coronel Dorrego,9.0
FIBRA OPTICA,Coronel Du Graty,553.0
FIBRA OPTICA,Coronel Juan Solá,1.0
FIBRA OPTICA,Coronel Pringles  (Est. Pringles),5.0
FIBRA OPTICA,Coronel Suárez,1612.0
FIBRA OPTICA,Coronel Vidal,284.0
FIBRA OPTICA,Corral de Bustos,1027.0
FIBRA OPTICA,Corralito,147.0
FIBRA OPTICA,Correa,722.0
FIBRA OPTICA,Corrientes,21859.0
FIBRA OPTICA,Cortaderas,198.0
FIBRA OPTICA,Cortines,405.0
FIBRA OPTICA,Corzuela,183.0
FIBRA OPTICA,Cosquín,19.0
FIBRA OPTICA,Costa Flores,133.0
FIBRA OPTICA,Costa de Araujo,1.0
FIBRA OPTICA,Costasacate,153.0
FIBRA OPTICA,Country Club El Rodeo,189.0
FIBRA OPTICA,Coyaguaima,5.0
FIBRA OPTICA,Crespo,1028.0
FIBRA OPTICA,Cruce Caballero,34.0
FIBRA OPTICA,Crucesita,3160.0
FIBRA OPTICA,Cruz de Piedra,59.0
FIBRA OPTICA,Cruz del Eje,4.0
FIBRA OPTICA,Cuadro Benegas,3060.0
FIBRA OPTICA,Cuartel V,690.0
FIBRA OPTICA,Cuatro Esquinas,61.0
FIBRA OPTICA,Cuchillo Co,1.0
FIBRA OPTICA,Curuzú Cuatiá,5965.0
FIBRA OPTICA,Cusi Cusi,5.0
FIBRA OPTICA,Cutral Có,2.0
FIBRA OPTICA,Córdoba,292472.0
FIBRA OPTICA,Dalmacio Vélez,460.0
FIBRA OPTICA,Damián Maisonave (Est. Simson),2.0
FIBRA OPTICA,Darregueira,1110.0
FIBRA OPTICA,Darwin,182.0
FIBRA OPTICA,De la Garma,654.0
FIBRA OPTICA,Del Campillo,678.0
FIBRA OPTICA,Del Viso,17.0
FIBRA OPTICA,Desaguadero,1.0
FIBRA OPTICA,Despeñaderos,1065.0
FIBRA OPTICA,Desvío Aguirre,12.0
FIBRA OPTICA,Devoto,2.0
FIBRA OPTICA,Deán Funes,1422.0
FIBRA OPTICA,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),532.0
FIBRA OPTICA,Diego de Alvear,64.0
FIBRA OPTICA,Diego de Rojas,1.0
FIBRA OPTICA,Dina Huapi,2.0
FIBRA OPTICA,Dique Luján,254.0
FIBRA OPTICA,Doblas,118.0
FIBRA OPTICA,Dock Sud,1898.0
FIBRA OPTICA,Dolavon,55.0
FIBRA OPTICA,Dolores,531.0
FIBRA OPTICA,Don Bosco,25.0
FIBRA OPTICA,Don Torcuato Este,13420.0
FIBRA OPTICA,Don Torcuato Oeste,1.0
FIBRA OPTICA,Donadeu,1.0
FIBRA OPTICA,Dorila,1.0
FIBRA OPTICA,Dorrego,1.0
FIBRA OPTICA,Dos Arroyos,2.0
FIBRA OPTICA,Dos de Mayo Núcleo I,1566.0
FIBRA OPTICA,Dr. Manuel Belgrano,5.0
FIBRA OPTICA,Dragones,50.0
FIBRA OPTICA,Duggan,231.0
FIBRA OPTICA,Díaz,313.0
FIBRA OPTICA,Eduardo Castex,729.0
FIBRA OPTICA,El Algarrobal,3.0
FIBRA OPTICA,El Bañado,7.0
FIBRA OPTICA,El Bolsón,3181.0
FIBRA OPTICA,El Bordo,61.0
FIBRA OPTICA,El Brete,1.0
FIBRA OPTICA,El Calafate,6234.0
FIBRA OPTICA,El Caramelo,609.0
FIBRA OPTICA,El Carmen,805.0
FIBRA OPTICA,El Carril,800.0
FIBRA OPTICA,El Cazador,2588.0
FIBRA OPTICA,El Ceibal,1.0
FIBRA OPTICA,El Chacho,1.0
FIBRA OPTICA,El Challao,1.0
FIBRA OPTICA,El Chaltén,420.0
FIBRA OPTICA,El Charco,3.0
FIBRA OPTICA,El Colorado,415.0
FIBRA OPTICA,El Cuy,1.0
FIBRA OPTICA,El Dorado,4.0
FIBRA OPTICA,El Fuertecito,13.0
FIBRA OPTICA,El Galpón,176.0
FIBRA OPTICA,El Hoyo,685.0
FIBRA OPTICA,El Hueco,26.0
FIBRA OPTICA,El Jagüel,4.0
FIBRA OPTICA,El Jardín,42.0
FIBRA OPTICA,El Libertador,2.0
FIBRA OPTICA,El Manantial,2951.0
FIBRA OPTICA,El Mirador,1.0
FIBRA OPTICA,El Mojón,1.0
FIBRA OPTICA,El Naranjo,39.0
FIBRA OPTICA,El Palomar,4673.0
FIBRA OPTICA,El Pantanillo,34.0
FIBRA OPTICA,El Paraíso,63.0
FIBRA OPTICA,El Perdido  (Est. José A. Guisasola),32.0
FIBRA OPTICA,El Potrero,14.0
FIBRA OPTICA,El Quebrachal,452.0
FIBRA OPTICA,El Remanso,335.0
FIBRA OPTICA,El Retiro,1.0
FIBRA OPTICA,El Tabacal,144.0
FIBRA OPTICA,El Tala,41.0
FIBRA OPTICA,El Talar,8950.0
FIBRA OPTICA,El Toro,20.0
FIBRA OPTICA,El Trapiche,343.0
FIBRA OPTICA,El Trigo,1.0
FIBRA OPTICA,El Triunfo,10.0
FIBRA OPTICA,El Trébol,1476.0
FIBRA OPTICA,El Tunal,80.0
FIBRA OPTICA,El Tío,126.0
FIBRA OPTICA,El Volcán,320.0
FIBRA OPTICA,Elena,596.0
FIBRA OPTICA,Elisa,252.0
FIBRA OPTICA,Elvira,66.0
FIBRA OPTICA,Embajador Martini,7.0
FIBRA OPTICA,Embalse,1566.0
FIBRA OPTICA,Embarcación,3.0
FIBRA OPTICA,Emilia,166.0
FIBRA OPTICA,Enrique Urién,37.0
FIBRA OPTICA,Ensenada,2926.0
FIBRA OPTICA,Espartillar,314.0
FIBRA OPTICA,Esperanza,242.0
FIBRA OPTICA,Esquel,1.0
FIBRA OPTICA,Esquina,1371.0
FIBRA OPTICA,Estación Aráoz,20.0
FIBRA OPTICA,Estación Atamisqui,1.0
FIBRA OPTICA,Estación Chapadmalal,93.0
FIBRA OPTICA,Estación Tacañitas,2.0
FIBRA OPTICA,Estanislao Severo Zeballos,4625.0
FIBRA OPTICA,Esteban Agustín Gascón,60.0
FIBRA OPTICA,Eusebia y Carolina,190.0
FIBRA OPTICA,Ezpeleta,3384.0
FIBRA OPTICA,Ezpeleta Oeste,4485.0
FIBRA OPTICA,Famaillá,117.0
FIBRA OPTICA,Famatina,2.0
FIBRA OPTICA,Federación,1.0
FIBRA OPTICA,Federal,1.0
FIBRA OPTICA,Fernández,3.0
FIBRA OPTICA,Ferré,391.0
FIBRA OPTICA,Fiambalá,8.0
FIBRA OPTICA,Firmat,3774.0
FIBRA OPTICA,Florencio Varela,32824.0
FIBRA OPTICA,Florentino Ameghino,330.0
FIBRA OPTICA,Florida,10548.0
FIBRA OPTICA,Florida Oeste,3769.0
FIBRA OPTICA,Fontana,179.0
FIBRA OPTICA,Fontezuela,118.0
FIBRA OPTICA,Formosa,12388.0
FIBRA OPTICA,Fortuna,101.0
FIBRA OPTICA,Fortín Inca,1.0
FIBRA OPTICA,Fortín Olavarría,142.0
FIBRA OPTICA,Fraga,160.0
FIBRA OPTICA,Francisco Alvarez,1170.0
FIBRA OPTICA,Franck,1386.0
FIBRA OPTICA,Fray Luis Beltrán,1012.0
FIBRA OPTICA,Freyre,810.0
FIBRA OPTICA,Frontera,62.0
FIBRA OPTICA,Frías,3333.0
FIBRA OPTICA,Fuentes,920.0
FIBRA OPTICA,Fuerte Esperanza,8.0
FIBRA OPTICA,Funes,6928.0
FIBRA OPTICA,Fátima,2692.0
FIBRA OPTICA,Gaiman,90.0
FIBRA OPTICA,Gancedo,26.0
FIBRA OPTICA,Gaona,50.0
FIBRA OPTICA,Gardey,281.0
FIBRA OPTICA,Garré,288.0
FIBRA OPTICA,Garupá,10387.0
FIBRA OPTICA,Garza,1.0
FIBRA OPTICA,Garín,5017.0
FIBRA OPTICA,General Acha,1668.0
FIBRA OPTICA,General Alvear,2233.0
FIBRA OPTICA,General Arenales,439.0
FIBRA OPTICA,General Ballivián,51.0
FIBRA OPTICA,General Belgrano,2.0
FIBRA OPTICA,General Cabrera,1.0
FIBRA OPTICA,General Campos,35.0
FIBRA OPTICA,General Capdevila,35.0
FIBRA OPTICA,General Conesa,8.0
FIBRA OPTICA,General Daniel Cerri  (Est. General Cerri),2.0
FIBRA OPTICA,General Deheza,3359.0
FIBRA OPTICA,General Enrique Godoy,2.0
FIBRA OPTICA,General Fernández Oro,2470.0
FIBRA OPTICA,General Guido,302.0
FIBRA OPTICA,General Gutierrez,1.0
FIBRA OPTICA,General Güemes,130.0
FIBRA OPTICA,General José de San Martín,6330.0
FIBRA OPTICA,General Juan Madariaga,6473.0
FIBRA OPTICA,General La Madrid,1149.0
FIBRA OPTICA,General Lagos,1.0
FIBRA OPTICA,General Lavalle,4.0
FIBRA OPTICA,General Levalle,108.0
FIBRA OPTICA,General Mansilla  (Est. Bartolomé Bavio),354.0
FIBRA OPTICA,General Manuel J. Campos,2.0
FIBRA OPTICA,General Mosconi,68.0
FIBRA OPTICA,General O'Brien,83.0
FIBRA OPTICA,General Pacheco,5388.0
FIBRA OPTICA,General Pico,17887.0
FIBRA OPTICA,General Pinedo,632.0
FIBRA OPTICA,General Pirán,750.0
FIBRA OPTICA,General Pizarro,50.0
FIBRA OPTICA,General Roca,4073.0
FIBRA OPTICA,General Rodríguez,8685.0
FIBRA OPTICA,General Rojo,608.0
FIBRA OPTICA,General San Martín (Est. Villa Alba),2.0
FIBRA OPTICA,General Vedia,30.0
FIBRA OPTICA,General Villegas  (Est. Villegas),4311.0
FIBRA OPTICA,Gerli,11578.0
FIBRA OPTICA,Gessler,105.0
FIBRA OPTICA,Glew,12012.0
FIBRA OPTICA,Gobernador Benegas,324.0
FIBRA OPTICA,Gobernador Gregores,159.0
FIBRA OPTICA,Gobernador Igr. Valentín Virasoro,6.0
FIBRA OPTICA,Gobernador Juan E. Martínez,96.0
FIBRA OPTICA,Gobernador Julio A. Costa,3227.0
FIBRA OPTICA,Gobernador Udaondo,1.0
FIBRA OPTICA,Godoy,152.0
FIBRA OPTICA,Godoy Cruz,40390.0
FIBRA OPTICA,Gonzalez Catán,14623.0
FIBRA OPTICA,Gowland,5.0
FIBRA OPTICA,Goya,6939.0
FIBRA OPTICA,Goyena,44.0
FIBRA OPTICA,Gramilla,1.0
FIBRA OPTICA,Granadero Baigorria,1202.0
FIBRA OPTICA,Grand Bourg,8104.0
FIBRA OPTICA,Gregorio De Laferrere,19816.0
FIBRA OPTICA,Guachipas,3.0
FIBRA OPTICA,Gualeguay,8.0
FIBRA OPTICA,Gualeguaychú,9445.0
FIBRA OPTICA,Guaminí,75.0
FIBRA OPTICA,Guandacol,2.0
FIBRA OPTICA,Guaraní,22.0
FIBRA OPTICA,Guardia Escolta,1.0
FIBRA OPTICA,Guardia Mitre,67.0
FIBRA OPTICA,Guatimozín,700.0
FIBRA OPTICA,Guatraché,2.0
FIBRA OPTICA,Guaymallén,40165.0
FIBRA OPTICA,Guernica,8778.0
FIBRA OPTICA,Guerrero,3.0
FIBRA OPTICA,Guillermo E. Hudson,10092.0
FIBRA OPTICA,Gálvez,4304.0
FIBRA OPTICA,Gödeken,1.0
FIBRA OPTICA,Haedo,15006.0
FIBRA OPTICA,Hasenkamp,2.0
FIBRA OPTICA,Hermoso Campo,244.0
FIBRA OPTICA,Hernando,3.0
FIBRA OPTICA,Herrera,1.0
FIBRA OPTICA,Hersilia,34.0
FIBRA OPTICA,Hinojo,118.0
FIBRA OPTICA,Hipólito Yrigoyen,250.0
FIBRA OPTICA,Hipólito Yrigoyen (Est. Iturbe),5.0
FIBRA OPTICA,Huacalera,5.0
FIBRA OPTICA,Huanchillas,11.0
FIBRA OPTICA,Huanguelén,1630.0
FIBRA OPTICA,Huerta Grande,1976.0
FIBRA OPTICA,Hughes,1423.0
FIBRA OPTICA,Huillapima,5.0
FIBRA OPTICA,Huinca Renancó,1296.0
FIBRA OPTICA,Humberto Primo,49.0
FIBRA OPTICA,Humboldt,24.0
FIBRA OPTICA,Hurlingham,18321.0
FIBRA OPTICA,Huyamampa,1.0
FIBRA OPTICA,Huáncar,27.0
FIBRA OPTICA,Ibarlucea,982.0
FIBRA OPTICA,Ibicuy,135.0
FIBRA OPTICA,Icaño,2.0
FIBRA OPTICA,Idiazabal,461.0
FIBRA OPTICA,Iglesia,33.0
FIBRA OPTICA,Indio Rico,24.0
FIBRA OPTICA,Ingeniero Adolfo Sourdeaux,3.0
FIBRA OPTICA,Ingeniero Forres (Est. Chaguar Punco),1.0
FIBRA OPTICA,Ingeniero Giagnoni,1287.0
FIBRA OPTICA,Ingeniero Jacobacci,797.0
FIBRA OPTICA,Ingeniero Juan Allan,2162.0
FIBRA OPTICA,Ingeniero Luiggi,240.0
FIBRA OPTICA,Ingeniero Luis A. Huergo,5.0
FIBRA OPTICA,Ingeniero Maschwitz,4379.0
FIBRA OPTICA,Ingeniero Pablo Nogués,1889.0
FIBRA OPTICA,Ingeniero White,1.0
FIBRA OPTICA,Ingenio San Pablo,193.0
FIBRA OPTICA,Intendente Alvear,606.0
FIBRA OPTICA,Inés Indart,15.0
FIBRA OPTICA,Irineo Portela,1.0
FIBRA OPTICA,Iruya,1.0
FIBRA OPTICA,Isidro Casanova,28971.0
FIBRA OPTICA,Isla Verde,211.0
FIBRA OPTICA,Ituzaingó,3.0
FIBRA OPTICA,Ituzaingó Centro,24895.0
FIBRA OPTICA,Itín,52.0
FIBRA OPTICA,Jacinto Arauz,2.0
FIBRA OPTICA,Jama,11.0
FIBRA OPTICA,James Craik,3.0
FIBRA OPTICA,Jardín América,2845.0
FIBRA OPTICA,Jeppener,2.0
FIBRA OPTICA,Jesús María,7917.0
FIBRA OPTICA,Joaquin Gorina,207.0
FIBRA OPTICA,Joaquín V. González,304.0
FIBRA OPTICA,Jose Hernandez,44.0
FIBRA OPTICA,Jose Ingenieros,597.0
FIBRA OPTICA,Jose Mármol,1605.0
FIBRA OPTICA,José C Paz,20886.0
FIBRA OPTICA,José Maria Ezeiza,13653.0
FIBRA OPTICA,José María Jáuregui (Est. Jáuregui),2647.0
FIBRA OPTICA,Juan Anchorena  (Est. Urquiza),309.0
FIBRA OPTICA,Juan B. Molina,251.0
FIBRA OPTICA,Juan Bautista Alberdi  (Est. Alberdi),396.0
FIBRA OPTICA,Juan F. Ibarra,1.0
FIBRA OPTICA,Juan Jorba,13.0
FIBRA OPTICA,Juan José Castelli,294.0
FIBRA OPTICA,Juan José Paso,28.0
FIBRA OPTICA,Juan María Gutierrez,5644.0
FIBRA OPTICA,Juan Pujol,210.0
FIBRA OPTICA,Juana Koslay,471.0
FIBRA OPTICA,Jubileo,126.0
FIBRA OPTICA,Juncal,1.0
FIBRA OPTICA,Junín,7492.0
FIBRA OPTICA,Junín de los Andes,1853.0
FIBRA OPTICA,Justiniano Posse,3131.0
FIBRA OPTICA,Justo Daract,487.0
FIBRA OPTICA,Juventud Unida,1.0
FIBRA OPTICA,La Aguada,11.0
FIBRA OPTICA,La Almona,69.0
FIBRA OPTICA,La Aurora,1.0
FIBRA OPTICA,La Banda,1630.0
FIBRA OPTICA,La Caldera,50.0
FIBRA OPTICA,La Calera,1082.0
FIBRA OPTICA,La Candelaria,36.0
FIBRA OPTICA,La Capilla,3.0
FIBRA OPTICA,La Cañada,4.0
FIBRA OPTICA,La Cesira,2.0
FIBRA OPTICA,La Clarita,53.0
FIBRA OPTICA,La Clotilde,78.0
FIBRA OPTICA,La Colonia,541.0
FIBRA OPTICA,La Cortadera,1.0
FIBRA OPTICA,La Criolla,6.0
FIBRA OPTICA,La Escondida,180.0
FIBRA OPTICA,La Falda,31.0
FIBRA OPTICA,La Florida,16.0
FIBRA OPTICA,La Francia,925.0
FIBRA OPTICA,La Intermedia,5.0
FIBRA OPTICA,La Invernada,2.0
FIBRA OPTICA,La Loma,73.0
FIBRA OPTICA,La Lonja,240.0
FIBRA OPTICA,La Lucila,2260.0
FIBRA OPTICA,La Merced,926.0
FIBRA OPTICA,La Merced Del Encón,175.0
FIBRA OPTICA,La Mesada,1.0
FIBRA OPTICA,La Para,4.0
FIBRA OPTICA,La Paz,3362.0
FIBRA OPTICA,La Pelada,106.0
FIBRA OPTICA,La Picada,1.0
FIBRA OPTICA,La Plata,55110.0
FIBRA OPTICA,La Poma,1.0
FIBRA OPTICA,La Puerta,1.0
FIBRA OPTICA,La Punilla,33.0
FIBRA OPTICA,La Punta,630.0
FIBRA OPTICA,La Quiaca,76.0
FIBRA OPTICA,La Reja,2182.0
FIBRA OPTICA,La Rioja,18907.0
FIBRA OPTICA,La Silleta,220.0
FIBRA OPTICA,La Tablada,896.0
FIBRA OPTICA,La Toma,751.0
FIBRA OPTICA,La Trinidad,2.0
FIBRA OPTICA,La Unión,836.0
FIBRA OPTICA,La Vanguardia,140.0
FIBRA OPTICA,La Verde,58.0
FIBRA OPTICA,La Viña,1.0
FIBRA OPTICA,Laboulaye,10.0
FIBRA OPTICA,Lago Puelo,180.0
FIBRA OPTICA,Laguna Alsina  (Est. Bonifacio),237.0
FIBRA OPTICA,Laguna Larga,1.0
FIBRA OPTICA,Lagunillas de Farallón,9.0
FIBRA OPTICA,Lamadrid,4.0
FIBRA OPTICA,Lamarque,307.0
FIBRA OPTICA,Lanús Este,17111.0
FIBRA OPTICA,Lanús Oeste,16726.0
FIBRA OPTICA,Lapachito,45.0
FIBRA OPTICA,Laplacette,1.0
FIBRA OPTICA,Laprida,2796.0
FIBRA OPTICA,Larroque,386.0
FIBRA OPTICA,Las Acequias,8.0
FIBRA OPTICA,Las Breñas,233.0
FIBRA OPTICA,Las Calles,8.0
FIBRA OPTICA,Las Carabelas,195.0
FIBRA OPTICA,Las Cejas,20.0
FIBRA OPTICA,Las Chacras,2.0
FIBRA OPTICA,Las Compuertas,751.0
FIBRA OPTICA,Las Flores,3613.0
FIBRA OPTICA,Las Grutas,2826.0
FIBRA OPTICA,Las Heras,22204.0
FIBRA OPTICA,Las Higueras,776.0
FIBRA OPTICA,Las Junturas,633.0
FIBRA OPTICA,Las Lajitas,2.0
FIBRA OPTICA,Las Leñas,3.0
FIBRA OPTICA,Las Lomitas,1553.0
FIBRA OPTICA,Las Mojarras,107.0
FIBRA OPTICA,Las Moscas,7.0
FIBRA OPTICA,Las Palmas,46.0
FIBRA OPTICA,Las Parejas,2462.0
FIBRA OPTICA,Las Perdices,140.0
FIBRA OPTICA,Las Perlas,208.0
FIBRA OPTICA,Las Playas,1.0
FIBRA OPTICA,Las Rosas,1110.0
FIBRA OPTICA,Las Toninas,68.0
FIBRA OPTICA,Las Tortugas,524.0
FIBRA OPTICA,Las Toscas,255.0
FIBRA OPTICA,Las Tunas,108.0
FIBRA OPTICA,Las Varas,148.0
FIBRA OPTICA,Las Varillas,6694.0
FIBRA OPTICA,Las Vertientes,25.0
FIBRA OPTICA,Leandro N. Alem,2.0
FIBRA OPTICA,Leguizamón,1.0
FIBRA OPTICA,Lehmann,152.0
FIBRA OPTICA,Leones,4.0
FIBRA OPTICA,Libertad,16228.0
FIBRA OPTICA,Libertador General San Martín (Est. Ledesma),1000.0
FIBRA OPTICA,Lima,1.0
FIBRA OPTICA,Lincoln,65.0
FIBRA OPTICA,Lisandro Olmos,14.0
FIBRA OPTICA,Llavallol,7258.0
FIBRA OPTICA,Lobería,1497.0
FIBRA OPTICA,Lobos,3758.0
FIBRA OPTICA,Loma Alta,31.0
FIBRA OPTICA,Loma Hermosa,63.0
FIBRA OPTICA,Loma Verde,1390.0
FIBRA OPTICA,Lomas De Zamora,13196.0
FIBRA OPTICA,Lomas Del Mirador,1305.0
FIBRA OPTICA,Loncopué,239.0
FIBRA OPTICA,Longchamps,8223.0
FIBRA OPTICA,Lonquimay,1.0
FIBRA OPTICA,Loro Huasi,95.0
FIBRA OPTICA,Los Berros,2.0
FIBRA OPTICA,Los Cardales,146.0
FIBRA OPTICA,Los Cardos,15.0
FIBRA OPTICA,Los Cardozos,2.0
FIBRA OPTICA,Los Chañaritos,42.0
FIBRA OPTICA,Los Cisnes,222.0
FIBRA OPTICA,Los Frentones,344.0
FIBRA OPTICA,Los Helechos,20.0
FIBRA OPTICA,Los Hornos,1763.0
FIBRA OPTICA,Los Juríes,5.0
FIBRA OPTICA,Los Molles,145.0
FIBRA OPTICA,Los Núñez,3.0
FIBRA OPTICA,Los Pirpintos,200.0
FIBRA OPTICA,Los Polvorines,6525.0
FIBRA OPTICA,Los Reartes,608.0
FIBRA OPTICA,Los Robles,3.0
FIBRA OPTICA,Los Sauces,1.0
FIBRA OPTICA,Los Surgentes,300.0
FIBRA OPTICA,Los Telares,4.0
FIBRA OPTICA,Los Toldos,4455.0
FIBRA OPTICA,Los Troncos Del Talar,4040.0
FIBRA OPTICA,Loteo Navea,80.0
FIBRA OPTICA,Loventué,1.0
FIBRA OPTICA,Lucila Del Mar,1471.0
FIBRA OPTICA,Lugones,2.0
FIBRA OPTICA,Luis Beltrán,1213.0
FIBRA OPTICA,Luis Guillón,1809.0
FIBRA OPTICA,Luján,12724.0
FIBRA OPTICA,Luján de Cuyo,5016.0
FIBRA OPTICA,Lules,2926.0
FIBRA OPTICA,Lumbreras,46.0
FIBRA OPTICA,Luque,1240.0
FIBRA OPTICA,Luzuriaga,11.0
FIBRA OPTICA,López,4.0
FIBRA OPTICA,Macachín,1087.0
FIBRA OPTICA,Machagai,685.0
FIBRA OPTICA,Magdalena,3131.0
FIBRA OPTICA,Maimará,5.0
FIBRA OPTICA,Maipú,10127.0
FIBRA OPTICA,Malagueño,14.0
FIBRA OPTICA,Malanzán,1.0
FIBRA OPTICA,Malargüe,3.0
FIBRA OPTICA,Malbrán,1.0
FIBRA OPTICA,Malvinas Argentinas,789.0
FIBRA OPTICA,Mamuel Choique,1.0
FIBRA OPTICA,Manfredi,4.0
FIBRA OPTICA,Manuel Alberti,655.0
FIBRA OPTICA,Manuel B Gonnet,1231.0
FIBRA OPTICA,Manuel B. Gonnet  (Est. French),2.0
FIBRA OPTICA,Manuel J. Cobo  (Est. Lezama),2.0
